"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YFJW79YK","journalArticle","2019","","","","","","","","","2019","2021-01-04 13:15:58","2021-01-04 13:15:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NMX27B5","journalArticle","2016","Firouzi, F.; Jaber, M.Y.; Baglieri, E.","Trust in supply forecast information sharing","International Journal of Production Research","","","10.1080/00207543.2015.1068961","","","2016","2021-01-04 13:15:58","2021-01-04 13:15:58","","1322-1333","","5","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YI2Z23RZ","journalArticle","2018","Francisco, K.; Swanson, D.","The supply chain has no clothes: Technology adoption of blockchain for supply chain transparency","Logistics","","","","","","2018","2021-01-04 13:15:58","2021-01-04 13:15:58","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U93E8MG2","journalArticle","2019","Frank, A.G.; Dalenogare, L.S.; Ayala, N.F.","Industry 4.0 technologies: Implementation patterns in manufacturing companies","International Journal of Production Economics","","","10.1016/j.ijpe.2019.01.004","","","2019","2021-01-04 13:15:58","2021-01-04 13:15:58","","15-26","","","210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYC2DWGP","journalArticle","2018","Ganeriwalla, A.; Casey, M.; Shrikrishna, P.; Bender, J.P.; Gstettner, S.","Does Your Supply Chain Need a Blockchain?","","","","","","","2018","2021-01-04 13:15:58","2021-01-04 13:15:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JVCL2ER","journalArticle","2020","Genc, T.S.; De Giovanni, P.","Closed-loop supply chain games with innovation-led lean programs and sustainability","International Journal of Production Economics","","","10.1016/j.ijpe.2018.05.026","","","2020","2021-01-04 13:15:58","2021-01-04 13:15:58","","440-456","","","219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SMUESSY","journalArticle","2018","","Blockchain scaling. Why pow networks can't scale","","","","","","","2018","2021-01-04 13:15:58","2021-01-04 13:15:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QABTX7SH","journalArticle","2018","Griffith, E.","187 Things the Blockchain is Supposed to Fix","187 Things the Blockchain is supposed to fix","","","","","","2018","2021-01-04 13:15:58","2021-01-04 13:15:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIZWCBVG","journalArticle","2019","Gurtu, A.; Johny, J.","Potential of blockchain technology in supply chain management: a literature review","International Journal of Physical Distribution and Logistics Management","","","10.1108/IJPDLM-11-2018-0371","","","2019","2021-01-04 13:15:58","2021-01-04 13:15:58","","881-900","","9","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74DP6UFX","journalArticle","2017","Hackius, N.; Petersen, M.","Blockchain in logistics and supply chain: Trick or treat?","Proceedings of the Hamburg International Conference of Logistics (HICL)","","","","","","2017","2021-01-04 13:15:59","2021-01-04 13:15:59","","3-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KM6P89PS","journalArticle","2018","Hawlitschek, F.; Notheisen, B.; Teubner, T.","The limits of trust-free systems: A literature review on blockchain technology and trust in the sharing economy","Electronic Commerce Research and Applications","","","10.1016/j.elerap.2018.03.005","","","2018","2021-01-04 13:15:59","2021-01-04 13:15:59","","50-63","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQD4MF2E","journalArticle","2019","van Hoek, R.","Exploring blockchain implementation in the supply chain: Learning from pioneers and RFID research","International Journal of Operations and Production Management","","","10.1108/IJOPM-01-2019-0022","","","2019","2021-01-04 13:15:59","2021-01-04 13:15:59","","829-859","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q423VBRC","journalArticle","2017","Hofmann, E.; Rüsch, M.","Industry 4.0 and the current status as well as future prospects on logistics","Computers in Industry","","","10.1016/j.compind.2017.04.002","","","2017","2021-01-04 13:15:59","2021-01-04 13:15:59","","23-34","","","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4LGDH5Z","journalArticle","2019","Ivanov, D.; Dolgui, A.; Sokolov, B.","The impact of digital technology and Industry 4.0 on the ripple effect and supply chain risk analytics","International Journal of Production Research","","","10.1080/00207543.2018.1488086","","","2019","2021-01-04 13:15:59","2021-01-04 13:15:59","","829-846","","3","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6KNYRWU","journalArticle","2016","Ivanov, D.; Dolgui, A.; Sokolov, B.; Werner, F.; Ivanova, M.","A dynamic model and an algorithm for short-term supply chain scheduling in the smart factory industry 4.0","International Journal of Production Research","","","10.1080/00207543.2014.999958","","","2016","2021-01-04 13:15:59","2021-01-04 13:15:59","","386-402","","2","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NXF2QW8","journalArticle","2019","Ivanov, D.; Tsipoulanidis, A.; Schönberger, J.","Digital Supply Chain, Smart Operations and Industry 4.0","Global Supply Chain Operations Management","","","","","","2019","2021-01-04 13:15:59","2021-01-04 13:15:59","","481-526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FXQXSSRX","journalArticle","2017","Kiel, D.; Müller, J.M.; Arnold, C.; Voigt, K.-I.","Sustainable industrial value creation: Benefits and challenges of industry 4.0","International Journal of Innovation Management","","","10.1142/S1363919617400151","","","2017","2021-01-04 13:15:59","2021-01-04 13:15:59","","","","8","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPH6GCQZ","journalArticle","2018","Kshetri, N.","1 Blockchain's roles in meeting key supply chain management objectives","International Journal of Information Management","","","10.1016/j.ijinfomgt.2017.12.005","","","2018","2021-01-04 13:15:59","2021-01-04 13:15:59","","80-89","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45FVQHMG","journalArticle","2017","Liao, Y.; Deschamps, F.; Loures, E.F.R.; Ramos, L.F.P.","Past, present and future of Industry 4.0 - a systematic literature review and research agenda proposal","International Journal of Production Research","","","10.1080/00207543.2017.1308576","","","2017","2021-01-04 13:15:59","2021-01-04 13:15:59","","3609-3629","","12","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4NEX7Q2","journalArticle","2019","Liu, B.; De Giovanni, P.","Green process innovation through Industry 4.0 technologies and supply chain coordination","Annals of Operations Research","","","10.1007/s10479-019-03498-3","","","2019","2021-01-04 13:15:59","2021-01-04 13:15:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GA93NDB9","journalArticle","2017","Catalini, C.; Michelman, P.","Seeing beyond the blockchain hype","MIT Sloan Management Review","","","","","","2017","2021-01-04 13:15:59","2021-01-04 13:15:59","","17-19","","4","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6HCASUE","journalArticle","2018","Misra, P.","5 ways blockchain technology will change the way we do business","5 Ways blockchain technology will change the way we do business","","","","","","2018","2021-01-04 13:15:59","2021-01-04 13:15:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IACQVM8Y","journalArticle","2019","Morkunas, V.J.; Paschen, J.; Boon, E.","How blockchain technologies impact your business model","Business Horizons","","","10.1016/j.bushor.2019.01.009","","","2019","2021-01-04 13:15:59","2021-01-04 13:15:59","","295-306","","3","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSX3MUA8","journalArticle","2018","Mulligan, C.J.; Scott, Z.; Warren, S.; Rangaswami, J.P.","Blockchain Beyond the Hype","World Economic Forum","","","","","","2018","2021-01-04 13:15:59","2021-01-04 13:15:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2QNG9ZI","journalArticle","2008","Nakamoto, S.","","Bitcoin: A Peer-to-Peer Electronic Cash System","","","","","","2008","2021-01-04 13:15:59","2021-01-04 13:15:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSB7T6B5","journalArticle","2019","Pournader, M.; Shi, Y.; Seuring, S.; Koh, S.L.","Blockchain applications in supply chains, transport and logistics: A systematic review of the literature","Int. J. Prod. Res.","","","","","","2019","2021-01-04 13:15:59","2021-01-04 13:15:59","","1-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2DH8X2H","journalArticle","2017","Raskin, M.","The law and legality of smart contracts","Georgetown Law Technology Review","","","","","","2017","2021-01-04 13:15:59","2021-01-04 13:15:59","","305-341","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GF7SQN6S","journalArticle","2019","Saberi, S.; Kouhizadeh, M.; Sarkis, J.","Blockchains and the Supply Chain: Findings from a Broad Study of Practitioners","IEEE Engineering Management Review","","","10.1109/EMR.2019.2928264","","","2019","2021-01-04 13:15:59","2021-01-04 13:15:59","","95-103","","3","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWJJZKJW","journalArticle","2019","Saberi, S.; Kouhizadeh, M.; Sarkis, J.; Shen, L.","Blockchain technology and its relationships to sustainable supply chain management","International Journal of Production Research","","","10.1080/00207543.2018.1533261","","","2019","2021-01-04 13:15:59","2021-01-04 13:24:15","","2117-2135","","7","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JK5HQ8M","journalArticle","1994","Szabo, N.","Smart Contracts","Smart Contracts","","","","","","1994","2021-01-04 13:15:59","2021-01-04 13:15:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6B2LBW2","journalArticle","1979","Williamson, O.E.","Transaction-cost economics: The governance of contractual relations","Journal of Law and Economics","","","","","","1979","2021-01-04 13:16:00","2021-01-04 13:16:00","","233-261","","2","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBZQYLZG","journalArticle","2011","Adida, E.; DeMiguel, V.","Supply chain competition with multiple manufacturers and retailers","Operations Research","","","10.1287/opre.1100.0863","","","2011","2021-01-04 13:16:18","2021-01-04 13:16:18","","156-172","","1","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAWQPIUN","journalArticle","2011","Adida, E.; Ratisoontorn, N.","Consignment contracts with retail competition","European Journal of Operational Research","","","10.1016/j.ejor.2011.05.059","","","2011","2021-01-04 13:16:18","2021-01-04 13:16:18","","136-148","","1","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPPME992","journalArticle","1983","Bard, Jonathan F.","EFFICIENT POINT ALGORITHM FOR A LINEAR TWO-STAGE OPTIMIZATION PROBLEM.","Operations Research","","","10.1287/opre.31.4.670","","","1983","2021-01-04 13:16:18","2021-01-04 13:16:18","","670-684","","4","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9SAV7SX","journalArticle","2005","Bernstein, F.; Federgruen, A.","Decentralized supply chains with competing retailers under demand uncertainty","Management Science","","","10.1287/mnsc.1040.0218","","","2005","2021-01-04 13:16:18","2021-01-04 13:22:27","","18-29","","1","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4M5N33K","journalArticle","2011","Bughin, J.; Corb, L.; Manyika, J.; Nottebohm, O.; Chui, M.; de Muller Barbat, B.; Said, R.","The impact of Internet technologies: Search. McKinsey Global Institute","The Impact of Internet Technologies: Search","","","","","","2011","2021-01-04 13:16:18","2021-01-04 13:16:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMXVD7HF","journalArticle","2010","Cachon, G.P.; Kök, A.G.","Competing manufacturers in a retail supply chain: On contractual form and coordination","Management Science","","","10.1287/mnsc.1090.1122","","","2010","2021-01-04 13:16:18","2021-01-04 13:22:35","","571-589","","3","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78BFDRQE","journalArticle","1991","Choi, S.C.","Price competition in a channel structure with a common retailer","Marketing Science","","","","","","1991","2021-01-04 13:16:18","2021-01-04 13:23:00","","271-296","","4","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KUB36YMV","journalArticle","1996","Choi, S.C.","Price competition in a duopoly common retailer channel","Journal of Retailing","","","10.1016/S0022-4359(96)90010-X","","","1996","2021-01-04 13:16:18","2021-01-04 13:23:01","","117-134","","2","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LI63FT8","journalArticle","2005","Colson, B.; Marcotte, P.; Savard, G.","Bilevel programming: A survey","4OR","","","10.1007/s10288-005-0071-0","","","2005","2021-01-04 13:16:18","2021-01-04 13:16:18","","87-107","","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCPYDAPA","journalArticle","1985","Coughlan, A.T.","Competition and cooperation in marketing channel choice: Theory and application","Marketing Science","","","","","","1985","2021-01-04 13:16:18","2021-01-04 13:23:07","","110-129","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZVZVS8B","journalArticle","1989","Coughlan, A.T.; Wernerfelt, B.","On credible delegation by oligopolists: A discussion of distribution channel management","Management Science","","","","","","1989","2021-01-04 13:16:18","2021-01-04 13:16:18","","226-239","","2","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N25EEGWQ","journalArticle","2003","Dempe, S.","","Bilevel Programming-A Survey","","","","","","2003","2021-01-04 13:16:18","2021-01-04 13:16:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27EQNS7D","journalArticle","2007","Geylani, T.; Dukes, A.J.; Srinivasan, K.","Strategic manufacturer response to a dominant retailer","Marketing Science","","","10.1287/mksc.1060.0239","","","2007","2021-01-04 13:16:18","2021-01-04 13:16:18","","164-178","","2","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q6KSLHR","journalArticle","2013","Hagiu, A.; Wright, J.","Do you really want to be an eBay?","Harvard Business Review","","","","","","2013","2021-01-04 13:16:18","2021-01-04 13:16:18","","","","3","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KCZ87K2","journalArticle","2014","Hamza, V.; Saidalavi, K.","A study on online shopping experience and customer satisfaction, Adv","","","","","","","2014","2021-01-04 13:16:19","2021-01-04 13:16:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DY55T7S3","journalArticle","2017","Hu, B.; Xu, D.; Meng, C.","Inconsistency of a retailer's optimal policies and channel performance under revenue sharing contracts","International Journal of Production Economics","","","10.1016/j.ijpe.2016.10.011","","","2017","2021-01-04 13:16:19","2021-01-04 13:16:19","","53-65","","","183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCIWGDVY","journalArticle","1983","Jeuland, A.P.; Shugan, S.M.","Managing channel profits","Marketing Science","","","","","","1983","2021-01-04 13:16:19","2021-01-04 13:23:32","","239-272","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QM3M4B2M","journalArticle","2008","Jeuland, A.P.; Shugan, S.M.","Managing channel profits","Marketing Science","","","10.1287/mksc.1070.0342","","","2008","2021-01-04 13:16:19","2021-01-04 13:16:19","","49-51","","1","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4AJEFR4","journalArticle","2010","Kashkooli, K.A.","The making of a modern market","The Making of a Modern Market: eBay.com","","","","","","2010","2021-01-04 13:16:19","2021-01-04 13:16:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHCYQBKV","book","2006","Kollock, P.; Braziel, E.R.","How not to build an online market: the sociology of market microstructure","","","","","","","2006","2021-01-04 13:16:19","2021-01-04 13:16:19","","","283","","23","","","","Advances in Group Processes","","","","","","","","","","","","","Pages: 306 DOI: 10.1016/S0882-6145(06)23011-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58PWVYUU","journalArticle","1997","Lee, E.; Staelin, R.","Vertical strategic interaction: Implications for channel pricing strategy","Marketing Science","","","10.1287/mksc.16.3.185","","","1997","2021-01-04 13:16:19","2021-01-04 13:16:19","","185-207","","3","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZNXB7PW","journalArticle","1983","McGuire, T.W.; Staelin, R.","An industry equilibrium analysis of downstream vertical integration","Marketing Science","","","","","","1983","2021-01-04 13:16:19","2021-01-04 13:24:01","","161-192","","SPRING","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGIPQFZ3","journalArticle","1988","Moorthy, K.S.","Strategic decentralization in channels","Marketing Science","","","","","","1988","2021-01-04 13:16:19","2021-01-04 13:16:19","","335-355","","4","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PV7KTTK","journalArticle","2010","El Ouardighi, F.; Kim, B.","Supply quality management with wholesale price and revenue-sharing contracts under horizontal competition","European Journal of Operational Research","","","10.1016/j.ejor.2010.02.035","","","2010","2021-01-04 13:16:19","2021-01-04 13:16:19","","329-340","","2","206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQ8SRGRU","journalArticle","2012","Ratisoontorn, N.","Consignment Contract with Competition (Doctoral Dissertation)","","","","","","","2012","2021-01-04 13:16:19","2021-01-04 13:16:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW5XDUVD","journalArticle","2010","Sinha, S.; Sarmah, S.P.","Coordination and price competition in a duopoly common retailer supply chain","Computers and Industrial Engineering","","","10.1016/j.cie.2010.04.010","","","2010","2021-01-04 13:16:19","2021-01-04 13:16:19","","280-295","","2","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7JYZ8P5","journalArticle","1998","Trivedi, M.","Distribution channels: An extension of exclusive retailership","Management Science","","","10.1287/mnsc.44.7.896","","","1998","2021-01-04 13:16:19","2021-01-04 13:24:37","","896-909","","7","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAN5LGWK","journalArticle","2000","Tsay, A.A.; Agrawal, N.","Channel dynamics under price and service competition","Manufacturing and Service Operations Management","","","","","","2000","2021-01-04 13:16:19","2021-01-04 13:16:19","","372-391","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMTFQDWD","journalArticle","2006","Yang, S.-L.; Zhou, Y.-W.","Two-echelon supply chain models: Considering duopolistic retailers' different competitive behaviors","International Journal of Production Economics","","","10.1016/j.ijpe.2005.06.001","","","2006","2021-01-04 13:16:19","2021-01-04 13:16:19","","104-116","","1","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYS7SLMY","journalArticle","2008","Yao, Z.; Leung, S.C.H.; Lai, K.K.","Manufacturer's revenue-sharing contract and retail competition","European Journal of Operational Research","","","10.1016/j.ejor.2007.01.049","","","2008","2021-01-04 13:16:19","2021-01-04 13:16:19","","637-651","","2","186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WULEZX96","journalArticle","2012","Zhang, W.-G.; Fu, J.; Li, H.; Xu, W.","Coordination of supply chain with a revenue-sharing contract under demand disruptions when retailers compete","International Journal of Production Economics","","","10.1016/j.ijpe.2012.03.001","","","2012","2021-01-04 13:16:19","2021-01-04 13:16:19","","68-75","","1","138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7ZZIA3K","journalArticle","1998","Lapide, L.","","Are We Moving From Buyer and Seller to Collaborators?","","","","","","1998","2021-01-04 13:16:32","2021-01-04 13:16:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RA5PBRLY","journalArticle","2000","Ariba, N.M.","","B2B Marketplaces in the New Economy","","","","","","2000","2021-01-04 13:16:32","2021-01-04 13:16:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ECU8ZYY","journalArticle","1999","Baatz, E.","Online auctions start to pick up steam","Purchasing","","","","","","1999","2021-01-04 13:16:32","2021-01-04 13:16:32","","546-556","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBD6LYQ4","journalArticle","1997","Bailey, J.P.; Bakos, Y.","An exploratory study of the emerging role of electronic intermediaries","International Journal of Electronic Commerce","","","10.1080/10864415.1997.11518287","","","1997","2021-01-04 13:16:32","2021-01-04 13:16:32","","7-20","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZH7F58Z","journalArticle","1991","Bakos, J.Y.","A strategic analysis of electronic marketplaces","MIS Quarterly: Management Information Systems","","","10.2307/249641","","","1991","2021-01-04 13:16:32","2021-01-04 13:22:24","","295-310","","3","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FRIZ6U5","journalArticle","1998","Bakos, Y.","The Emerging Role of Electronic Marketplaces on the Internet","Communications of the ACM","","","10.1145/280324.280330","","","1998","2021-01-04 13:16:32","2021-01-04 13:16:32","","35-42","","8","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JW97KMY4","journalArticle","1993","Bakos, J.Y.; Brynjolfsson, E.","From vendors to partners: Information technology and incomplete contracts in buyer-supplier relationships","Journal of Organizational Computing","","","","","","1993","2021-01-04 13:16:32","2021-01-04 13:16:32","","301-328","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JADQJE9L","journalArticle","1995","Benjamin, R.; Wigand, R.","Electronic markets and virtual value chains on the information superhighway","Sloan Management Review","","","","","","1995","2021-01-04 13:16:33","2021-01-04 13:22:26","","62-72","","2","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DR6RJTRG","journalArticle","1997","Bradley III, D.B.; Peters, D.","Electronic marketplaces: Collaborate if you want to compete","Proceedings of the 42nd World Conference International Council For Small Business","","","","","","1997","2021-01-04 13:16:33","2021-01-04 13:16:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
